========================================
[2026-04-22 23:00:01] 자동 업로드 시작
[23:19:28] ❌ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-10_AI-thinking-필터링.md 최종 실패
[23:19:28] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-09_AI-API-URL-버그.md 실패 (1/3)
[23:19:33] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-09_AI-API-URL-버그.md 실패 (2/3)
[23:19:39] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-09_AI-API-URL-버그.md 실패 (3/3)
[23:19:44] ❌ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-09_AI-API-URL-버그.md 최종 실패
[23:19:44] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-08_Hermes-agent-설치.md 실패 (1/3)
[23:19:49] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-08_Hermes-agent-설치.md 실패 (2/3)
[23:19:54] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-08_Hermes-agent-설치.md 실패 (3/3)
[23:19:59] ❌ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-08_Hermes-agent-설치.md 최종 실패
[23:20:00] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-06_vf-production-스킬업그레이드.md 실패 (1/3)
[23:20:05] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-06_vf-production-스킬업그레이드.md 실패 (2/3)
[23:20:10] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-06_vf-production-스킬업그레이드.md 실패 (3/3)
[23:20:15] ❌ 00-코딩-프로젝트/01-VF-프로젝트/세션로그/2026-04-06_vf-production-스킬업그레이드.md 최종 실패
[23:20:15] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/생산계획-최신.md 실패 (1/3)
[23:20:20] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/생산계획-최신.md 실패 (2/3)
[23:20:25] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/생산계획-최신.md 실패 (3/3)
[23:20:30] ❌ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/생산계획-최신.md 최종 실패
[23:20:31] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/생산계획-2026-04-18.md 실패 (1/3)
[23:20:36] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/생산계획-2026-04-18.md 실패 (2/3)
[23:20:41] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/생산계획-2026-04-18.md 실패 (3/3)
[23:20:46] ❌ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/생산계획-2026-04-18.md 최종 실패
[23:20:46] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/색상-생산단위-기준.md 실패 (1/3)
[23:20:51] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/색상-생산단위-기준.md 실패 (2/3)
[23:20:56] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/색상-생산단위-기준.md 실패 (3/3)
[23:21:01] ❌ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/색상-생산단위-기준.md 최종 실패
[23:21:02] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/VF-생산-계획-최종-색상-매핑.md 실패 (1/3)
[23:21:07] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/VF-생산-계획-최종-색상-매핑.md 실패 (2/3)
[23:21:12] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/VF-생산-계획-최종-색상-매핑.md 실패 (3/3)
[23:21:17] ❌ 00-코딩-프로젝트/01-VF-프로젝트/생산-계획/VF-생산-계획-최종-색상-매핑.md 최종 실패
[23:21:17] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/색상-시스템/색상-생산단위-기준.md 실패 (1/3)
[23:21:22] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/색상-시스템/색상-생산단위-기준.md 실패 (2/3)
[23:21:27] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/색상-시스템/색상-생산단위-기준.md 실패 (3/3)
[23:21:32] ❌ 00-코딩-프로젝트/01-VF-프로젝트/색상-시스템/색상-생산단위-기준.md 최종 실패
[23:21:33] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/색상-시스템/VF-생산-계획-최종-색상-매핑.md 실패 (1/3)
[23:21:38] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/색상-시스템/VF-생산-계획-최종-색상-매핑.md 실패 (2/3)
[23:21:43] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/색상-시스템/VF-생산-계획-최종-색상-매핑.md 실패 (3/3)
[23:21:48] ❌ 00-코딩-프로젝트/01-VF-프로젝트/색상-시스템/VF-생산-계획-최종-색상-매핑.md 최종 실패
[23:21:49] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_production_mobile_ui_test_report.md 실패 (1/3)
[23:21:54] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_production_mobile_ui_test_report.md 실패 (2/3)
[23:21:59] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_production_mobile_ui_test_report.md 실패 (3/3)
[23:22:04] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_production_mobile_ui_test_report.md 최종 실패
[23:22:04] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_mobile_ui_testing_summary.md 실패 (1/3)
[23:22:09] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_mobile_ui_testing_summary.md 실패 (2/3)
[23:22:14] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_mobile_ui_testing_summary.md 실패 (3/3)
[23:22:19] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_mobile_ui_testing_summary.md 최종 실패
[23:22:20] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_mobile_ui_mockups.md 실패 (1/3)
[23:22:25] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_mobile_ui_mockups.md 실패 (2/3)
[23:22:30] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_mobile_ui_mockups.md 실패 (3/3)
[23:22:35] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/vf_mobile_ui_mockups.md 최종 실패
[23:22:35] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/mobile-card-spec.md 실패 (1/3)
[23:22:40] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/mobile-card-spec.md 실패 (2/3)
[23:22:45] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/mobile-card-spec.md 실패 (3/3)
[23:22:50] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/mobile-card-spec.md 최종 실패
[23:22:51] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/VF-PROJECT-RESTORATION-REPORT.md 실패 (1/3)
[23:22:56] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/VF-PROJECT-RESTORATION-REPORT.md 실패 (2/3)
[23:23:01] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/VF-PROJECT-RESTORATION-REPORT.md 실패 (3/3)
[23:23:06] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/VF-PROJECT-RESTORATION-REPORT.md 최종 실패
[23:23:06] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/VF-OUTBOUND-TEST-REPORT.md 실패 (1/3)
[23:23:11] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/VF-OUTBOUND-TEST-REPORT.md 실패 (2/3)
[23:23:16] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/VF-OUTBOUND-TEST-REPORT.md 실패 (3/3)
[23:23:21] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/프로젝트-기록/VF-OUTBOUND-TEST-REPORT.md 최종 실패
[23:23:22] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/제품.md 실패 (1/3)
[23:23:27] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/제품.md 실패 (2/3)
[23:23:32] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/제품.md 실패 (3/3)
[23:23:37] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/제품.md 최종 실패
[23:23:37] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/에러로그.md 실패 (1/3)
[23:23:42] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/에러로그.md 실패 (2/3)
[23:23:48] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/에러로그.md 실패 (3/3)
[23:23:53] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/에러로그.md 최종 실패
[23:23:53] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/기계.md 실패 (1/3)
[23:23:58] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/기계.md 실패 (2/3)
[23:24:03] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/기계.md 실패 (3/3)
[23:24:08] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/기계.md 최종 실패
[23:24:09] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/금형.md 실패 (1/3)
[23:24:14] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/금형.md 실패 (2/3)
[23:24:19] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/금형.md 실패 (3/3)
[23:24:24] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/금형.md 최종 실패
[23:24:24] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/검증프로세스.md 실패 (1/3)
[23:24:29] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/검증프로세스.md 실패 (2/3)
[23:24:34] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/검증프로세스.md 실패 (3/3)
[23:24:39] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/검증프로세스.md 최종 실패
[23:24:40] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/vf-67.md 실패 (1/3)
[23:24:45] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/vf-67.md 실패 (2/3)
[23:24:50] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/vf-67.md 실패 (3/3)
[23:24:55] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/vf-67.md 최종 실패
[23:24:55] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/vf-67-todos.md 실패 (1/3)
[23:25:00] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/vf-67-todos.md 실패 (2/3)
[23:25:05] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/vf-67-todos.md 실패 (3/3)
[23:25:10] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/vf-67-todos.md 최종 실패
[23:25:11] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/openclaw.md 실패 (1/3)
[23:25:16] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/openclaw.md 실패 (2/3)
[23:25:21] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/openclaw.md 실패 (3/3)
[23:25:26] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/openclaw.md 최종 실패
[23:25:26] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/harness-engineering.md 실패 (1/3)
[23:25:31] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/harness-engineering.md 실패 (2/3)
[23:25:36] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/harness-engineering.md 실패 (3/3)
[23:25:41] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/harness-engineering.md 최종 실패
[23:25:42] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/debugging-workflow.md 실패 (1/3)
[23:25:47] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/debugging-workflow.md 실패 (2/3)
[23:25:52] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/debugging-workflow.md 실패 (3/3)
[23:25:57] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/debugging-workflow.md 최종 실패
[23:25:58] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/code-simplification.md 실패 (1/3)
[23:26:03] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/code-simplification.md 실패 (2/3)
[23:26:08] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/code-simplification.md 실패 (3/3)
[23:26:13] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/code-simplification.md 최종 실패
[23:26:13] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/claude-code.md 실패 (1/3)
[23:26:18] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/claude-code.md 실패 (2/3)
[23:26:23] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/claude-code.md 실패 (3/3)
[23:26:28] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/claude-code.md 최종 실패
[23:26:29] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/api-endpoints.md 실패 (1/3)
[23:26:34] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/api-endpoints.md 실패 (2/3)
[23:26:39] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/api-endpoints.md 실패 (3/3)
[23:26:44] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/api-endpoints.md 최종 실패
[23:26:44] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/VF-생산-계획-최종-색상-매핑.md 실패 (1/3)
[23:26:49] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/VF-생산-계획-최종-색상-매핑.md 실패 (2/3)
[23:26:54] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/VF-생산-계획-최종-색상-매핑.md 실패 (3/3)
[23:26:59] ❌ 00-코딩-프로젝트/01-VF-프로젝트/문서/기술문서/VF-생산-계획-최종-색상-매핑.md 최종 실패
[23:27:00] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/모바일-UI/VF-생산-계획-모바일-UI-개선-프로젝트.md 실패 (1/3)
[23:27:05] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/모바일-UI/VF-생산-계획-모바일-UI-개선-프로젝트.md 실패 (2/3)
[23:27:10] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/모바일-UI/VF-생산-계획-모바일-UI-개선-프로젝트.md 실패 (3/3)
[23:27:15] ❌ 00-코딩-프로젝트/01-VF-프로젝트/모바일-UI/VF-생산-계획-모바일-UI-개선-프로젝트.md 최종 실패
[23:27:15] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/모바일-UI/QUICK-START.md 실패 (1/3)
[23:27:20] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/모바일-UI/QUICK-START.md 실패 (2/3)
[23:27:25] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/모바일-UI/QUICK-START.md 실패 (3/3)
[23:27:30] ❌ 00-코딩-프로젝트/01-VF-프로젝트/모바일-UI/QUICK-START.md 최종 실패
[23:27:31] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/메모리-시스템-가이드.md 실패 (1/3)
[23:27:36] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/메모리-시스템-가이드.md 실패 (2/3)
[23:27:41] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/메모리-시스템-가이드.md 실패 (3/3)
[23:27:46] ❌ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/메모리-시스템-가이드.md 최종 실패
[23:27:46] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/MEMORY.md 실패 (1/3)
[23:27:51] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/MEMORY.md 실패 (2/3)
[23:27:57] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/MEMORY.md 실패 (3/3)
[23:28:02] ❌ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/MEMORY.md 최종 실패
[23:28:02] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/2026-04-16.md 실패 (1/3)
[23:28:07] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/2026-04-16.md 실패 (2/3)
[23:28:12] ⚠️ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/2026-04-16.md 실패 (3/3)
[23:28:17] ❌ 00-코딩-프로젝트/01-VF-프로젝트/메모리/시스템/2026-04-16.md 최종 실패
[23:28:18] ⚠️ .maintenance/INSTALL.md 실패 (1/3)
[23:28:23] ⚠️ .maintenance/INSTALL.md 실패 (2/3)
[23:28:28] ⚠️ .maintenance/INSTALL.md 실패 (3/3)
[23:28:33] ❌ .maintenance/INSTALL.md 최종 실패
[23:28:33] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (1/3)
[23:28:38] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (2/3)
[23:28:43] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (3/3)
[23:28:48] ❌ .maintenance/reports/connection_dashboard.md 최종 실패
[23:28:49] ⚠️ .maintenance/reports/weekly_20260420.md 실패 (1/3)
[23:28:54] ⚠️ .maintenance/reports/weekly_20260420.md 실패 (2/3)
[23:28:59] ⚠️ .maintenance/reports/weekly_20260420.md 실패 (3/3)
[23:29:04] ❌ .maintenance/reports/weekly_20260420.md 최종 실패
[2026-04-22 23:29:04] 완료: 성공 0, 실패 112
========================================
[2026-04-23 23:00:01] 자동 업로드 시작
[23:00:01] ⚠️ reports/classify_2026-04-23_2200.md 실패 (1/3)
[23:00:06] ⚠️ reports/classify_2026-04-23_2200.md 실패 (2/3)
[23:00:11] ⚠️ reports/classify_2026-04-23_2200.md 실패 (3/3)
[23:00:16] ❌ reports/classify_2026-04-23_2200.md 최종 실패
[23:00:16] ⚠️ reports/classify_2026-04-23_2000.md 실패 (1/3)
[23:00:21] ⚠️ reports/classify_2026-04-23_2000.md 실패 (2/3)
[23:00:26] ⚠️ reports/classify_2026-04-23_2000.md 실패 (3/3)
[23:00:31] ❌ reports/classify_2026-04-23_2000.md 최종 실패
[23:00:32] ⚠️ reports/classify_2026-04-23_1800.md 실패 (1/3)
[23:00:37] ⚠️ reports/classify_2026-04-23_1800.md 실패 (2/3)
[23:00:42] ⚠️ reports/classify_2026-04-23_1800.md 실패 (3/3)
[23:00:47] ❌ reports/classify_2026-04-23_1800.md 최종 실패
[23:00:47] ⚠️ reports/classify_2026-04-23_1600.md 실패 (1/3)
[23:00:52] ⚠️ reports/classify_2026-04-23_1600.md 실패 (2/3)
[23:00:57] ⚠️ reports/classify_2026-04-23_1600.md 실패 (3/3)
[23:01:02] ❌ reports/classify_2026-04-23_1600.md 최종 실패
[23:01:03] ⚠️ reports/classify_2026-04-23_1400.md 실패 (1/3)
[23:01:08] ⚠️ reports/classify_2026-04-23_1400.md 실패 (2/3)
[23:01:13] ⚠️ reports/classify_2026-04-23_1400.md 실패 (3/3)
[23:01:18] ❌ reports/classify_2026-04-23_1400.md 최종 실패
[23:01:19] ⚠️ reports/classify_2026-04-23_1200.md 실패 (1/3)
[23:01:24] ⚠️ reports/classify_2026-04-23_1200.md 실패 (2/3)
[23:01:29] ⚠️ reports/classify_2026-04-23_1200.md 실패 (3/3)
[23:01:34] ❌ reports/classify_2026-04-23_1200.md 최종 실패
[23:01:34] ⚠️ reports/classify_2026-04-23_1000.md 실패 (1/3)
[23:01:39] ⚠️ reports/classify_2026-04-23_1000.md 실패 (2/3)
[23:01:44] ⚠️ reports/classify_2026-04-23_1000.md 실패 (3/3)
[23:01:49] ❌ reports/classify_2026-04-23_1000.md 최종 실패
[23:01:50] ⚠️ reports/classify_2026-04-23_0800.md 실패 (1/3)
[23:01:55] ⚠️ reports/classify_2026-04-23_0800.md 실패 (2/3)
[23:02:00] ⚠️ reports/classify_2026-04-23_0800.md 실패 (3/3)
[23:02:05] ❌ reports/classify_2026-04-23_0800.md 최종 실패
[23:02:05] ⚠️ reports/classify_2026-04-23_0600.md 실패 (1/3)
[23:02:10] ⚠️ reports/classify_2026-04-23_0600.md 실패 (2/3)
[23:02:15] ⚠️ reports/classify_2026-04-23_0600.md 실패 (3/3)
[23:02:20] ❌ reports/classify_2026-04-23_0600.md 최종 실패
[23:02:21] ⚠️ reports/classify_2026-04-23_0400.md 실패 (1/3)
[23:02:26] ⚠️ reports/classify_2026-04-23_0400.md 실패 (2/3)
[23:02:31] ⚠️ reports/classify_2026-04-23_0400.md 실패 (3/3)
[23:02:36] ❌ reports/classify_2026-04-23_0400.md 최종 실패
[23:02:36] ⚠️ reports/classify_2026-04-23_0200.md 실패 (1/3)
[23:02:41] ⚠️ reports/classify_2026-04-23_0200.md 실패 (2/3)
[23:02:46] ⚠️ reports/classify_2026-04-23_0200.md 실패 (3/3)
[23:02:51] ❌ reports/classify_2026-04-23_0200.md 최종 실패
[23:02:52] ⚠️ reports/classify_2026-04-23_0000.md 실패 (1/3)
[23:02:57] ⚠️ reports/classify_2026-04-23_0000.md 실패 (2/3)
[23:03:02] ⚠️ reports/classify_2026-04-23_0000.md 실패 (3/3)
[23:03:07] ❌ reports/classify_2026-04-23_0000.md 최종 실패
[23:03:08] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (1/3)
[23:03:13] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (2/3)
[23:03:18] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (3/3)
[23:03:23] ❌ .maintenance/reports/connection_dashboard.md 최종 실패
[2026-04-23 23:03:23] 완료: 성공 0, 실패 13
========================================
[2026-04-24 23:00:01] 자동 업로드 시작
[23:00:01] ⚠️ 로드맵/OpenClaw-에이전트-스킬-개선-로드맵.md 실패 (1/3)
[23:00:06] ⚠️ 로드맵/OpenClaw-에이전트-스킬-개선-로드맵.md 실패 (2/3)
[23:00:11] ⚠️ 로드맵/OpenClaw-에이전트-스킬-개선-로드맵.md 실패 (3/3)
[23:00:16] ❌ 로드맵/OpenClaw-에이전트-스킬-개선-로드맵.md 최종 실패
[23:00:17] ⚠️ reports/classify_2026-04-24_2200.md 실패 (1/3)
[23:00:22] ⚠️ reports/classify_2026-04-24_2200.md 실패 (2/3)
[23:00:27] ⚠️ reports/classify_2026-04-24_2200.md 실패 (3/3)
[23:00:32] ❌ reports/classify_2026-04-24_2200.md 최종 실패
[23:00:32] ⚠️ reports/classify_2026-04-24_2000.md 실패 (1/3)
[23:00:38] ⚠️ reports/classify_2026-04-24_2000.md 실패 (2/3)
[23:00:43] ⚠️ reports/classify_2026-04-24_2000.md 실패 (3/3)
[23:00:48] ❌ reports/classify_2026-04-24_2000.md 최종 실패
[23:00:48] ⚠️ reports/classify_2026-04-24_1800.md 실패 (1/3)
[23:00:53] ⚠️ reports/classify_2026-04-24_1800.md 실패 (2/3)
[23:00:58] ⚠️ reports/classify_2026-04-24_1800.md 실패 (3/3)
[23:01:03] ❌ reports/classify_2026-04-24_1800.md 최종 실패
[23:01:04] ⚠️ reports/classify_2026-04-24_1600.md 실패 (1/3)
[23:01:09] ⚠️ reports/classify_2026-04-24_1600.md 실패 (2/3)
[23:01:14] ⚠️ reports/classify_2026-04-24_1600.md 실패 (3/3)
[23:01:19] ❌ reports/classify_2026-04-24_1600.md 최종 실패
[23:01:19] ⚠️ reports/classify_2026-04-24_1400.md 실패 (1/3)
[23:01:24] ⚠️ reports/classify_2026-04-24_1400.md 실패 (2/3)
[23:01:29] ⚠️ reports/classify_2026-04-24_1400.md 실패 (3/3)
[23:01:34] ❌ reports/classify_2026-04-24_1400.md 최종 실패
[23:01:35] ⚠️ reports/classify_2026-04-24_1200.md 실패 (1/3)
[23:01:40] ⚠️ reports/classify_2026-04-24_1200.md 실패 (2/3)
[23:01:45] ⚠️ reports/classify_2026-04-24_1200.md 실패 (3/3)
[23:01:50] ❌ reports/classify_2026-04-24_1200.md 최종 실패
[23:01:50] ⚠️ reports/classify_2026-04-24_1000.md 실패 (1/3)
[23:01:55] ⚠️ reports/classify_2026-04-24_1000.md 실패 (2/3)
[23:02:00] ⚠️ reports/classify_2026-04-24_1000.md 실패 (3/3)
[23:02:05] ❌ reports/classify_2026-04-24_1000.md 최종 실패
[23:02:06] ⚠️ reports/classify_2026-04-24_0800.md 실패 (1/3)
[23:02:11] ⚠️ reports/classify_2026-04-24_0800.md 실패 (2/3)
[23:02:16] ⚠️ reports/classify_2026-04-24_0800.md 실패 (3/3)
[23:02:21] ❌ reports/classify_2026-04-24_0800.md 최종 실패
[23:02:21] ⚠️ reports/classify_2026-04-24_0600.md 실패 (1/3)
[23:02:26] ⚠️ reports/classify_2026-04-24_0600.md 실패 (2/3)
[23:02:31] ⚠️ reports/classify_2026-04-24_0600.md 실패 (3/3)
[23:02:36] ❌ reports/classify_2026-04-24_0600.md 최종 실패
[23:02:37] ⚠️ reports/classify_2026-04-24_0400.md 실패 (1/3)
[23:02:42] ⚠️ reports/classify_2026-04-24_0400.md 실패 (2/3)
[23:02:47] ⚠️ reports/classify_2026-04-24_0400.md 실패 (3/3)
[23:02:52] ❌ reports/classify_2026-04-24_0400.md 최종 실패
[23:02:53] ⚠️ reports/classify_2026-04-24_0200.md 실패 (1/3)
[23:02:58] ⚠️ reports/classify_2026-04-24_0200.md 실패 (2/3)
[23:03:03] ⚠️ reports/classify_2026-04-24_0200.md 실패 (3/3)
[23:03:08] ❌ reports/classify_2026-04-24_0200.md 최종 실패
[23:03:08] ⚠️ reports/classify_2026-04-24_0000.md 실패 (1/3)
[23:03:13] ⚠️ reports/classify_2026-04-24_0000.md 실패 (2/3)
[23:03:18] ⚠️ reports/classify_2026-04-24_0000.md 실패 (3/3)
[23:03:23] ❌ reports/classify_2026-04-24_0000.md 최종 실패
[23:03:24] ⚠️ 00-코딩-프로젝트/02-키-프로젝트/API-연동/키움API-정상동작-가이드.md 실패 (1/3)
[23:03:29] ⚠️ 00-코딩-프로젝트/02-키-프로젝트/API-연동/키움API-정상동작-가이드.md 실패 (2/3)
[23:03:34] ⚠️ 00-코딩-프로젝트/02-키-프로젝트/API-연동/키움API-정상동작-가이드.md 실패 (3/3)
[23:03:39] ❌ 00-코딩-프로젝트/02-키-프로젝트/API-연동/키움API-정상동작-가이드.md 최종 실패
